vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Current charging supply p:  {0: 8, 1: 0, 2: 0, 3: 4, 4: 2, 5: 10, 6: 0, 7: 3, 8: 1, 9: 3, 10: 2, 11: 3, 12: 1, 13: 3, 14: 20, 15: 20, 16: 2, 17: 20, 18: 20, 19: 20, 20: 20, 21: 20, 22: 20, 23: 20, 24: 20, 25: 20, 26: 20, 27: 20, 28: 20, 29: 20, 30: 20, 31: 20, 32: 0, 33: 20, 34: 20, 35: 20, 36: 20}
wait for charge:  217  not_serving:  6
update completed?  726
alpha_k [1.0, 0.05918567665623626, 0.044683226084833515, 0.4819405099151514, 0.04819405099144546, 1.0, 0.0, 0.2735338029246899, 0.30668941540017597, 0.3123688490190082, 1.0, 0.16064683663839152, 0.09638810198296989, 0.24989507921515974, 1.0, 0.4038797230979419, 0.0, 0.9638810198305814, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.27539457709412, 0.13864042066049215, 0.37140369571421117, 0.2340057967217119, 0.46958306094294416, 0.48194050991529075]
Current Time slot: 52 (Disruption happened in Region [32, 6, 2, 1]) ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~`
number of Vacant Vehicles: 653 number of Occupied Vehicles: 73
*********************************************************************************** mpc print generate XY for alpha ***********************************************************************************
Set parameter TimeLimit to value 300
Set parameter BarHomogeneous to value 1
Gurobi Optimizer version 9.5.2 build v9.5.2rc0 (mac64[rosetta2])
Thread count: 8 physical cores, 8 logical processors, using up to 8 threads
Optimize a model with 71669 rows, 131646 columns and 501982 nonzeros
Model fingerprint: 0xe547c275
Coefficient statistics:
  Matrix range     [1e-03, 1e+00]
  Objective range  [1e-04, 1e+00]
  Bounds range     [0e+00, 0e+00]
  RHS range        [9e-02, 6e+01]

Concurrent LP optimizer: primal simplex, dual simplex, and barrier
Showing barrier log only...

Presolve removed 67342 rows and 107985 columns
Presolve time: 0.31s
Presolved: 4327 rows, 23661 columns, 85620 nonzeros

Ordering time: 0.14s

Barrier statistics:
 AA' NZ     : 1.164e+05
 Factor NZ  : 6.760e+05 (roughly 17 MB of memory)
 Factor Ops : 2.504e+08 (less than 1 second per iteration)
 Threads    : 6

                  Objective                Residual
Iter       Primal          Dual         Primal    Dual     Compl     Time
   0  -2.13059160e+05  2.81053410e+03  1.82e+05 1.23e+00  1.01e+05     1s
   1  -1.17894936e+05  2.00604524e+05  9.63e+04 3.47e+01  5.51e+04     1s
   2  -4.94832013e+04  3.25101630e+05  3.97e+04 1.33e+01  2.33e+04     1s
   3  -2.13019576e+04  3.69923022e+05  1.70e+04 3.95e+00  1.05e+04     1s
